Club Name,Course Name,City,State,Course ID,Google Places ID,Latitude,Longitude,Access
Penn State University Golf Courses,Penn State University Golf Courses - IJGT Tournament,State College,PA,5352,ChIJrYIkq4mozokRRTDEQVU0GQM,40.7828589,-77.8769675,Public
Penn State University Golf Courses,Penn State University Golf Courses - White Course,State College,PA,5351,ChIJrYIkq4mozokRRTDEQVU0GQM,40.7828589,-77.8769675,Public
Pheasant Ridge Golf Club,Pheasant Ridge Golf Club,Gibsonia,PA,5470,ChIJazlzDoKaNIgRIljac2b9ufc,40.672228,-79.881133,Public
Philadelphia Country Club,Philadelphia Country Club - Centennial,Gladwyne,PA,3271,ChIJ8Y2I4fu-xokRXMu68gwC4Sg,40.061953,-75.294589,Private
Philadelphia Country Club,Philadelphia Country Club - Mill/Centennial,Gladwyne,PA,3094,ChIJ8Y2I4fu-xokRXMu68gwC4Sg,40.061953,-75.294589,Private
Philadelphia Country Club,Philadelphia Country Club - Spring/Centennial,Gladwyne,PA,3093,ChIJ8Y2I4fu-xokRXMu68gwC4Sg,40.061953,-75.294589,Private
Philadelphia Country Club,Philadelphia Country Club - Spring/Mill,Gladwyne,PA,3092,ChIJ8Y2I4fu-xokRXMu68gwC4Sg,40.061953,-75.294589,Private
Philadelphia Cricket Club,Philadelphia Cricket Club - Militia Hill,Flourtown,PA,3073,ChIJLzSNjpS7xokRX8tOn-w_vhM,40.109434,-75.2219,Private
Philadelphia Cricket Club,Philadelphia Cricket Club - St. Martins,Flourtown,PA,3074,ChIJLzSNjpS7xokRX8tOn-w_vhM,40.109434,-75.2219,Private
Philadelphia Cricket Club,Philadelphia Cricket Club - Wissahickon,Flourtown,PA,3075,ChIJLzSNjpS7xokRX8tOn-w_vhM,40.109434,-75.2219,Private
Philipsburg Elks Lodge & Country Club,Philipsburg Elks Lodge & Country Club,Philipsburg,PA,5448,ChIJY6AKmw8QzIkRYrS15p5zeoY,40.9004704,-78.202298,Public
Philmont Country Club,Philmont Country Club - North Course,Huntindon Valley,PA,3184,ChIJIxnfBBSyxokR5ITtxZ2KiPg,40.125883,-75.046013,Private
Philmont Country Club,Philmont Country Club - South Course,Huntindon Valley,PA,3185,ChIJIxnfBBSyxokR5ITtxZ2KiPg,40.125883,-75.046013,Private
Phoenixville Country Club,Phoenixville Country Club,Valley Forge,PA,3205,ChIJjfgZLEqSxokRPxIXudYCuLQ,40.098807,-75.485923,Private
Pickering Valley Golf Course,Pickering Valley Golf Course,Phoenixville,PA,3140,ChIJj2D61HOSxokRNTDpt1XOX90,40.103274,-75.522161,Public
Pike Run Country Club,Pike Run Country Club,Jones Mills,PA,5455,ChIJO_sIEFzUyokRUmbC-Zm8jbg,40.084208,-79.326153,Private
Pilgrim's Oak Golf Course,Pilgrim's Oak Golf Course,Peach Bottom,PA,3112,ChIJkWQEn7fMx4kR6UFz9XYWJYs,39.797711,-76.195518,Public
Pine Acres Country Club,Pine Acres Country Club,Bradford,PA,5387,ChIJpeiPk7x5zYkRVh5pP2KyKpA,41.861078,-78.721543,Public
Pine Hills Country Club,Pine Hills Country Club,Taylor,PA,13543,ChIJ1ee92J4gxYkR0Fpyojl8VG4,41.398744,-75.719469,Public
Pine Meadows,Pine Meadows,LEBANON,PA,3238,ChIJjVZ5wJwBxokRlWM6AZoFpjc,40.398776,-76.4148424,Public
Pinecrest Country Club,Pinecrest Country Club,Brookville,PA,5454,ChIJm7RmgCzEzIkRNNErd311YN8,41.1735343,-79.152101,Public
PineCrest Country Club,PineCrest Country Club,Lansdale,PA,13961,ChIJfee_4a6mxokRNm6fm8YuWOo,40.2556618,-75.2394606,Public
Pinecrest Lake Golf Club,Pinecrest Lake Golf Club,Pocono Pines,PA,20635,ChIJ5QzwjN_zxIkRtEpqEAOH-So,41.094056,-75.430164,Private
Pinecroft Golf Course,Pinecroft Golf Course,GILLET,PA,13472,ChIJ-7zswacR0IkRRFi-G3FxdeM,41.98113,-76.683483,Public
Pittsburgh National Golf Club,Pittsburgh National Golf Club,Gibsonia,PA,5393,ChIJdeF_g1mQNIgRodf4g5MxLvE,40.650617,-79.879764,Public
Pittsburgh North,Pittsburgh North,BAKERSTOWN,PA,13481,ChIJzXWTdLyPNIgR27wb00MW3o4,40.657848,-79.950598,Public
Pittsburgh North,Pittsburgh North - Fox Course,BAKERSTOWN,PA,21022,ChIJzXWTdLyPNIgR27wb00MW3o4,40.657848,-79.950598,Public
Pleasant Valley Golf Club,Pleasant Valley Golf Club,Stewartstown,PA,7847,ChIJWX-3fah-yIkRb5Jn9qi-kk0,39.781225,-76.543869,Public
Pleasant Valley Golf Club,Pleasant Valley Golf Club,Connellsville,PA,5373,ChIJqxWxG0YvNYgRR1PPw2bdIX4,40.068963,-79.540858,Public
Pocono Farms Country Club,Pocono Farms Country Club,Tobyhanna,PA,21061,ChIJLWUPeA_txIkRq2bhEMLdjnc,41.167509,-75.381069,Private
Ponderosa Golf Course,Ponderosa Golf Course,HOOKSTOWN,PA,13437,ChIJK01D87JANIgRcD67ubwS63Y,40.489021,-80.446199,Public
Punxsutawney Country Club,Punxsutawney Country Club,Punxsutawney,PA,5360,ChIJkd2yRySWzIkRy5CtXOm6DYk,40.9384075,-78.9937517,Private
Quail Valley Golf Club,Quail Valley Golf Club,LITTLESTOWN,PA,2911,ChIJke4pF5hNyIkRiJWoIxhhNIg,39.737169,-77.136699,Public
Quicksilver Golf Club,Quicksilver Golf Club,MIDWAY,PA,13443,ChIJf5zSJOVPNIgRwfX37RYaGxk,40.3880023,-80.2915147,Public
Radley Run Country Club,Radley Run Country Club,West Chester,PA,3081,ChIJ01xxiEr3xokR0PJ9r_Q7S5Y,39.914012,-75.618144,Private
Radnor Valley Country Club,Radnor Valley Country Club,Villanova,PA,3217,ChIJt4BhA7bqxokR1KZx0nV-Wd8,40.022553,-75.369301,Private
Range End Golf Club,Range End Golf Club,Dillsburg,PA,7864,ChIJ_UNGMQflyIkRTS0mrgwgB3U,40.106686,-77.051349,Public
Raven's Claw Golf Club,Raven's Claw Golf Club,Pottstown,PA,3098,ChIJ_0EiKgOFxokRZTClKzxll6w,40.248503,-75.564026,Public
Reading Country Club,Reading Country Club,Reading,PA,3141,ChIJEUYWSrJ7xokRhnUCwMOkANU,40.307172,-75.853959,Public
Rich Valley Golf,Rich Valley Golf,Mechanicsburg,PA,21173,ChIJh2eVrrvdyIkRbD7BjYwtTNs,40.253718,-77.073246,Public
River Forest Country Club,River Forest Country Club,Freeport,PA,5404,ChIJ1RJyQdO8NIgRg5cA_yNg0dI,40.717124,-79.642747,Private
River Valley Country Club,River Valley Country Club,Westfield,PA,13572,ChIJhSDtkrHe0YkRTM7Dg46zsC0,41.933935,-77.476532,Public
RiverCrest Golf Club & Preserve,RiverCrest Golf Club & Preserve,Phoenixville,PA,3164,ChIJZ6wUOa6RxokR9AeOKyg0Oks,40.158099,-75.493728,Private
Riverview Country Club,Riverview Country Club,Easton,PA,3158,ChIJ2XEQhntuxIkRFgNSnhW8Uiw,40.729797,-75.18928,Public
Riverview Golf Course,Riverview Golf Course,Elizabeth,PA,13540,ChIJATAsmyf9NIgR2u2j0VZ0LQ4,40.2359438,-79.9326809,Public
Riverview Golf Course,Riverview Golf Course,New Cumberland,PA,28887,ChIJu_MDMtoONYgRb5oJGaPOTvw,40.2171613,-76.835513,Public
Rohanna's Golf Course,Rohanna's Golf Course,Waynesburg,PA,5466,ChIJ5-mFDRygNYgR3WEGNaOcOY8,39.890127,-80.120441,Public
Rolling Acres Golf Course,Rolling Acres Golf Course - North/South,BEAVER FALLS,PA,13496,ChIJpa3iA4tyNIgR-q3jVj_LdVE,40.739062,-80.415371,Public
Rolling Acres Golf Course,Rolling Acres Golf Course - South/West,BEAVER FALLS,PA,13495,ChIJpa3iA4tyNIgR-q3jVj_LdVE,40.739062,-80.415371,Public
Rolling Acres Golf Course,Rolling Acres Golf Course - West/North,BEAVER FALLS,PA,13494,ChIJpa3iA4tyNIgR-q3jVj_LdVE,40.739062,-80.415371,Public
Rolling Fields Golf Course,Rolling Fields Golf Course,Murrysville,PA,17979,ChIJk-d_oXm_NIgRpbkJGBcZeTA,40.507607,-79.682141,Public
Rolling Green Golf Club,Rolling Green Golf Club,Springfield,PA,3085,ChIJhc4jlv7BxokRc6r7IFDOeOA,39.941403,-75.338133,Private
Rolling Hills Golf Course,Rolling Hills Golf Course,Pulaski,PA,14012,ChIJPWV6cfTsM4gRiS-05QZMUOE,41.107403,-80.471369,Public
Rolling Pines Golf Course,Rolling Pines Golf Course,Berwick,PA,23900,ChIJRzJC4xGDxYkRUC1K4GrMOis,41.0437497,-76.3067016,Public
Rolling Rock Club,Rolling Rock Club,Ligonier,PA,5385,ChIJvWEG_Kwoy4kRw0DktCRf0oo,40.210737,-79.211242,Private
Royal Manchester Golf Links,Royal Manchester Golf Links,Mt. Wolf,PA,13419,ChIJAUkR5xCRyIkRmiixoJNULD8,40.083242,-76.700501,Public
Royal Oaks Golf Course,Royal Oaks Golf Course,Lebanon,PA,23815,ChIJpc_mxeSnyIkRhxaOgw88XPo,40.317729,-76.466483,Public
Sand Springs Golf Club,Sand Springs Golf Club,Drums,PA,23688,ChIJFW1Oz98JxYkRuq01k7Oi_J0,41.0610047,-75.9776488,Public
Sandy Run Country Club,Sandy Run Country Club,Oreland,PA,3110,ChIJRZv7fVS6xokRl5Jw0eiERkk,40.120291,-75.204003,Private
Saucon Valley Country Club,Saucon Valley Country Club - Grace Course,Bethlehem,PA,3155,ChIJg0EYRKU9xIkRtf-8vB8cSXc,40.554983,-75.387158,Private
Saucon Valley Country Club,Saucon Valley Country Club - Grace-Inner Loop,Bethlehem,PA,28956,ChIJg0EYRKU9xIkRtf-8vB8cSXc,40.554983,-75.387158,Private
Saucon Valley Country Club,Saucon Valley Country Club - Grace-Outer Loop,Bethlehem,PA,28958,ChIJg0EYRKU9xIkRtf-8vB8cSXc,40.554983,-75.387158,Private
Saucon Valley Country Club,Saucon Valley Country Club - Old Course,Bethlehem,PA,3156,ChIJg0EYRKU9xIkRtf-8vB8cSXc,40.554983,-75.387158,Private
Saucon Valley Country Club,Saucon Valley Country Club - Weyhill,Bethlehem,PA,3157,ChIJg0EYRKU9xIkRtf-8vB8cSXc,40.554983,-75.387158,Private
SAW MILL GC,SAW MILL GC,EASTON,PA,13485,ChIJ5_mZSR9pxIkR6o9LXeQSXcE,40.764434,-75.268262,Public
Saw Mill Golf Course,Saw Mill Golf Course,Easton,PA,24358,ChIJ5_mZSR9pxIkR6o9LXeQSXcE,40.764434,-75.268262,Public
Sawmill Golf Course,Sawmill Golf Course,Easton,PA,23981,ChIJ5_mZSR9pxIkR6o9LXeQSXcE,40.764434,-75.268262,Public
Scenic Valley Golf Club,Scenic Valley Golf Club,Finleyville,PA,5417,ChIJ59ekckf_NIgRXJTnVINKG8o,40.2777205,-80.0455604,Public
Schuylkill Country Club,Schuylkill Country Club,Orwigsburg,PA,3083,ChIJcckXrLvpxYkR1OTFh-EDxRM,40.654816,-76.110075,Private
Scotch Valley Country Club,Scotch Valley Country Club,Holidaysburg,PA,5421,ChIJ-QOTrmjty4kR0Boa_i5W_qY,40.496632,-78.294207,Private
Scott Greens Golf Club,Scott Greens Golf Club,Scott Twp.,PA,23934,ChIJUVq6tsvQxIkRJrlU5YCP13A,41.522721,-75.610691,Public
Scottish Heights Golf Course,Scottish Heights Golf Course,Brockport,PA,18037,ChIJRdbhSfj5zIkRnAz7q80pTcA,41.221312,-78.74701,Public
Scranton Canoe Club,Scranton Canoe Club,Lake Winola,PA,13793,ChIJGUTVaIAlxYkRRi_yW2IJd6A,41.5151321,-75.8483077,Private
SCRANTON MUNICIPAL GC,SCRANTON MUNICIPAL GC,SCRANTON,PA,13440,ChIJwY8SdqbExIkRnBv9s7eVODQ,41.3948375,-75.5179671,Public
Seven Oaks Country Club,Seven Oaks Country Club,Beaver,PA,5395,ChIJsUAZPG9tNIgRCvr7B9vNFrE,40.709209,-80.426776,Private
Seven Springs Mountain Resort,Seven Springs Mountain Resort,Champion,PA,20879,ChIJ5TWavXrRyokRYU4ZPmTwTeY,40.022429,-79.295865,Public
Sewickley Heights Golf Club,Sewickley Heights Golf Club,Sewickley,PA,5410,ChIJ2xPxeCJhNIgR-uRmYaxB2mk,40.582511,-80.170421,Private
Shade Mountain GC,Shade Mountain GC,Middleburg,PA,13788,ChIJ-VAqN44kz4kRAafa0cqhUSU,40.749956,-77.0086,Public
SHADOWBROOK RESORT,SHADOWBROOK RESORT,TUNKHANNOCK,PA,13482,ChIJIzcdADwwxYkRbUk1_n3H0JY,41.549676,-75.919305,Public
Shawnee Inn & Golf Resort,Shawnee Inn & Golf Resort - Blue/Red,Shawnee-on-Delaware,PA,18010,ChIJJylKD2CGxIkRlpUV4XJ5zk0,41.000411,-75.132191,Public
Shawnee Inn & Golf Resort,Shawnee Inn & Golf Resort - Red/White,Shawnee-on-Delaware,PA,18008,ChIJJylKD2CGxIkRlpUV4XJ5zk0,41.000411,-75.132191,Public
Shawnee Inn & Golf Resort,Shawnee Inn & Golf Resort - White/Blue,Shawnee-on-Delaware,PA,18009,ChIJJylKD2CGxIkRlpUV4XJ5zk0,41.000411,-75.132191,Public
Shenango Lake Golf Club,Shenango Lake Golf Club,Transfer,PA,5402,ChIJQbqXfua4M4gRu8Ld2jXa4IM,41.30603,-80.422038,Public
Shepherd Hills Golf Course,Shepherd Hills Golf Course,WESCOSVILLE,PA,13442,ChIJh5tyPkowxIkRX8wNioCvOQg,40.5563915,-75.5677432,Public
Sinking Valley Country Club,Sinking Valley Country Club,Altoona,PA,5344,ChIJi6txLlzzy4kRJDPyH53peLI,40.595617,-78.268021,Public
Skippack Golf Club,Skippack Golf Club,Skippack,PA,3128,ChIJmQRH40mYxokRhrAnAdMMEr8,40.2082088,-75.3867874,Public
Skytop Lodge,Skytop Lodge,Skytop,PA,3232,ChIJtzNbc42XxIkRxJ1AlsmU4t0,41.233562,-75.238879,Public
Skytop Mountain Golf Club,Skytop Mountain Golf Club,Port Matilda,PA,24008,ChIJlc42ZbsczIkR8VWR03IcfFU,40.829982,-77.996492,Public
Smethport Country Club,Smethport Country Club,Smethport,PA,14774,ChIJVw6OnAKQzYkRRmRpeUTLZ2w,41.812149,-78.464208,Public
Somerset Country Club,Somerset Country Club,Somerset,PA,5390,ChIJCW8yfazdyokRD4IRs-45oQU,40.000857,-79.068842,Private
South Hills Golf Club,South Hills Golf Club - North Course,Hanover,PA,29476,ChIJC_V3aZBayIkRIiZpaltS-kM,39.771472,-76.992705,Public
South Hills Golf Club,South Hills Golf Club - South Course,Hanover,PA,29475,ChIJC_V3aZBayIkRIiZpaltS-kM,39.771472,-76.992705,Public
South Hills Golf Club,South Hills Golf Club - South Hills Golf Club (NS),Hanover,PA,7851,ChIJC_V3aZBayIkRIiZpaltS-kM,39.771472,-76.992705,Public
South Hills Golf Club,South Hills Golf Club - South Hills Golf Club (NW),Hanover,PA,7849,ChIJC_V3aZBayIkRIiZpaltS-kM,39.771472,-76.992705,Public
South Hills Golf Club,South Hills Golf Club - South Hills Golf Club (SW),Hanover,PA,7850,ChIJC_V3aZBayIkRIiZpaltS-kM,39.771472,-76.992705,Public
South Hills Golf Club,South Hills Golf Club - West Course,Hanover,PA,29477,ChIJC_V3aZBayIkRIiZpaltS-kM,39.771472,-76.992705,Public
South Park 18 Hole Golf Course,South Park 18 Hole Golf Course,Library,PA,13573,ChIJff1_4Sz6NIgRd8Dds9bUlq8,40.3053675,-79.9958723,Public
South Park 9 Hole Course,South Park 9 Hole Course,Library,PA,13574,ChIJff1_4Sz6NIgRd8Dds9bUlq8,40.3053675,-79.9958723,Public
Southmoore Golf Course,Southmoore Golf Course,Bath,PA,13552,ChIJ3zqF3NVDxIkRCx7eSrO6uBs,40.749583,-75.396898,Public
Southpointe Golf Club,Southpointe Golf Club,Canonsburg,PA,5422,ChIJdXnQER1UNIgRUkS7dG0QKzs,40.2923614,-80.1730769,Private
Spring Creek Golf Club,Spring Creek Golf Club,Hershey,PA,13557,ChIJoyjROcykyIkRCEJpkQZvick,40.289521,-76.63862,Public
Spring Ford Country Club,Spring Ford Country Club,Royersford,PA,3125,ChIJswrgOvmPxokRoVJYEGydrlg,40.204382,-75.534401,Private
Spring Hollow Golf Club,Spring Hollow Golf Club,Spring City,PA,23933,ChIJE0j8eKePxokR_1IHMRYZtWY,40.185578,-75.574079,Public
Spring Mill Country Club,Spring Mill Country Club,Ivyland,PA,3124,ChIJp4n7tgKsxokRZQhkTmmQDxw,40.209384,-75.055231,Private
Spring Valley Golf Course,Spring Valley Golf Course,MERCER,PA,13487,ChIJqRuq6NaiM4gRdfAqMxwo4ck,41.225286,-80.268971,Public
Springfield Country Club,Springfield Country Club,SPRINGFIELD,PA,13528,ChIJoZ0uY-bpxokRxCk6s8B6qHs,39.927556,-75.350166,Public
Squires Golf Club,Squires Golf Club,Ambler,PA,3168,ChIJ9Uq5XP-kxokRF5nmEUTw_h0,40.20878,-75.205571,Private
St Davids Golf Club,St Davids Golf Club,Wayne,PA,3192,ChIJKfJG0ByVxokRT0iHCnxW0xs,40.057705,-75.384963,Private
Steel Club,Steel Club - Championship,Hellertown,PA,3180,ChIJ3_uttvwVxIkRYpT0iNoyDXg,40.587046,-75.331686,Private
Steel Club,Steel Club - Hill Nine Holes,Hellertown,PA,28627,ChIJ3_uttvwVxIkRYpT0iNoyDXg,40.587046,-75.331686,Private
Steel Club,Steel Club - Hill/Old,Hellertown,PA,3181,ChIJ3_uttvwVxIkRYpT0iNoyDXg,40.587046,-75.331686,Private
Steel Club,Steel Club - New Nine,Hellertown,PA,23989,ChIJ3_uttvwVxIkRYpT0iNoyDXg,40.587046,-75.331686,Private
Steel Club,Steel Club - Tournament Course,Hellertown,PA,23721,ChIJ3_uttvwVxIkRYpT0iNoyDXg,40.587046,-75.331686,Private
Steel Club,Steel Club - Use this for holes,Hellertown,PA,28588,ChIJ3_uttvwVxIkRYpT0iNoyDXg,40.587046,-75.331686,Private
Stone Hedge Golf Club,Stone Hedge Golf Club,Factoryville,PA,23937,ChIJNSKAY7zVxIkRr3T6u9xgcsA,41.532512,-75.872907,Public
Stone Meadows Golf Course,Stone Meadows Golf Course,White Haven,PA,14457,ChIJRWzvhjD9xIkRrbV-vxRNGl8,41.1638874,-75.6667072,Public
Stonecrest Golf Course,Stonecrest Golf Course,WAMPUM,PA,13527,ChIJS1N9uy12NIgR7nmbJ0aRjqA,40.8869478,-80.3392847,Public
Stonewall,Stonewall - North Course,Elverson,PA,3143,ChIJ6Zh8wVxhxokRylVS9JETtiI,40.150424,-75.787678,Private
Stonewall,Stonewall - Old Course,Elverson,PA,3142,ChIJ6Zh8wVxhxokRylVS9JETtiI,40.150424,-75.787678,Private
Stoughton Acres Golf Course,Stoughton Acres Golf Course,BUTLER,PA,13497,ChIJXdL8F117M4gRWPOt-5WZ5l4,40.930792,-79.939533,Public
Strawberry Ridge Golf Course,Strawberry Ridge Golf Course,Harmony,PA,13549,ChIJZzwQZXR_NIgR-zpmmMx4nK4,40.840505,-80.140253,Public
SUGARLOAF GC,SUGARLOAF GC,SUGARLOAF,PA,14461,ChIJC5iYt2iZxYkRp2Ab3pu4xTU,40.9845366,-76.1720612,Public
Summit Country Club,Summit Country Club,Cresson,PA,5465,ChIJkZCMYAKcy4kROXtlxyRQ21I,40.4702,-78.569722,Public
Suncrest Golf Course,Suncrest Golf Course,VALENCIA,PA,13493,ChIJH4_e1KSENIgRzke0H-9JaN0,40.750312,-79.933485,Public
Sunnehanna Country Club,Sunnehanna Country Club,Johnstown,PA,5423,ChIJP3xsAMcWy4kR7CeC22mcBxk,40.321294,-78.946016,Private
Sunnybrook Golf Club,Sunnybrook Golf Club,Plymouth Meeting,PA,3122,ChIJ_x_4poq8xokRPC7fA9tX2rs,40.11056,-75.24458,Private
Sunset Golf Club,Sunset Golf Club,Huntingdon,PA,5392,ChIJlS7Qf__8y4kRM4A_s5qMBEQ,40.530017,-77.972037,Public
Sunset Golf Course,Sunset Golf Course - Sunset Golf Club,Middletown,PA,24355,ChIJIV4RFhSWyIkRyYrBveLJ-4c,40.174402,-76.717768,Public
Susquehanna Valley Country Club,Susquehanna Valley Country Club,Hummels Wharf,PA,13789,ChIJZYl8d-g_z4kR_ThywSU2mVQ,40.8366468,-76.8470049,Private
Sylvan Heights Golf Course,Sylvan Heights Golf Course,New Castle,PA,5398,ChIJK5QlxD6PM4gRlFA_pA7ektU,40.968195,-80.304685,Public
Sylvan Hills Golf Course,Sylvan Hills Golf Course,Hollidaysburg,PA,14952,ChIJO5H0xKiWy4kRIxPDkstpfw4,40.445462,-78.389142,Public
Talamore Country Club,Talamore Country Club,Ambler,PA,3077,ChIJIXpQEwKlxokRljjHKU07WdY,40.191643,-75.192839,Private
Tam O'Shanter Golf Course,Tam O'Shanter Golf Course,HERMITAGE,PA,13476,ChIJoQsbok2VM4gRk0u3rYfJ1m4,41.1926448,-80.4517112,Public
Tanglewood Golf Club,Tanglewood Golf Club,Quarryville,PA,13570,ChIJr-kp8qIzxokR6qxF8mKSRy4,39.857521,-76.205764,Public
Tanglewood Manor Golf Club,Tanglewood Manor Golf Club,Quarryville,PA,3225,ChIJr-kp8qIzxokR6qxF8mKSRy4,39.857521,-76.205764,Public
Terra Greens Golf Course,Terra Greens Golf Course,East Stroudsburg,PA,14456,ChIJI2xK3IqIxIkR5Xa4L6ZwnVc,41.018129,-75.172382,Public
The 1912 Club,The 1912 Club,Norristown,PA,3215,ChIJcSfQTri9xokRsxoFg-Ri26Q,40.123149,-75.310208,Private
The Abington Fitness & Country Club,The Abington Fitness & Country Club,Jenkintown,PA,3240,ChIJbS5CgsOwxokRQcXuD2Gq9XA,40.0893807,-75.1228226,Private
The ACE Club,The ACE Club,Lafayette Hill,PA,3087,ChIJX_-s17e-xokRLLXH8FhAgbE,40.0728222,-75.2551981,Private
The Bridges Golf Club,The Bridges Golf Club,Abbottstown,PA,7844,ChIJc5YfziNYyIkRmUiNuQHguig,39.877249,-77.009387,Public
The Bucks Club,The Bucks Club,Jamison,PA,3189,ChIJQ9E_XwupxokRSo0uy0qOVoU,40.265583,-75.085688,Public
The Club at Blackthorne,The Club at Blackthorne,Jeanette,PA,5456,ChIJQ51cLnPENIgREaptLnA0bAE,40.392905,-79.644563,Public
The Club at Shadow Lakes,The Club at Shadow Lakes,Aliquippa,PA,5407,ChIJTXhhrJVoNIgRYd9aSuGPXSc,40.6110503,-80.2964347,Public
The Club at Shannondell,The Club at Shannondell,Norristown,PA,13959,ChIJiZJ8XrqWxokRUTU-dd_nyic,40.1275552,-75.4220827,Public
The Club at the Highlands,The Club at the Highlands,Archbald,PA,27037,ChIJw7mg0zjQxIkReRy4YBaW2B0,41.5059923,-75.5529022,Public
The Country Club,The Country Club,Meadville,PA,5458,ChIJD4dobV9YMogRJxmM5nHH36k,41.691134,-80.12691,Private
The Golf Club of Washington,The Golf Club of Washington,Washington,PA,5369,ChIJJY5Ufy-tNYgRAaxVCmENBUc,40.210483,-80.238861,Private
The Links at Hemlock Creek,The Links at Hemlock Creek,Bloomsburg,PA,20717,ChIJx9njfK19z4kRQELVNTgldr4,41.016817,-76.502617,Public
The Links at Spring Church,The Links at Spring Church,Apollo,PA,5379,ChIJl3_q_g-xNIgR9DC_sGbpKo0,40.590253,-79.503203,Public
The Madison Club,The Madison Club,Madison,PA,5374,ChIJQQoTrO3eNIgRhFceIy_ggD0,40.2362808,-79.6773751,Public
The Montrose Club,The Montrose Club,Montrose,PA,21216,ChIJl7MK_4Xa2okRNw3RR4BEnW4,41.8422216,-75.8616939,Private
The Pennhills Club,The Pennhills Club,Bradford,PA,5419,ChIJM0FHUymCzYkRnbKvOEfFPf0,41.900163,-78.619326,Private
The Springhaven Club,The Springhaven Club,Wallingford,PA,3194,ChIJdxdyyj_oxokR2ZRFAzEsmvY,39.886294,-75.367033,Private
Timber Trails GC,Timber Trails GC,Pocono Pines,PA,3268,ChIJ572mWpTxxIkRPGvTrBRKYuM,41.1247766,-75.4642246,Private
Toftrees Golf Resort,Toftrees Golf Resort,State College,PA,17875,ChIJoZePoLmnzokR5PwYT_jyt4E,40.824209,-77.900434,Public
Totteridge Golf Course,Totteridge Golf Course,Greensburg,PA,5460,ChIJR2qHlVnONIgR2WxgIXEC8Us,40.3580707,-79.5059408,Public
Towanda Country Club,Towanda Country Club,Towanda,PA,23637,ChIJ1fD4CJeq2okRR6CbsbfLogE,41.7688409,-76.425067,Public
Treasure Lake Golf Club,Treasure Lake Golf Club - Gold Course,DuBois,PA,5342,ChIJl7b9BeX2zIkRqMZ822DfBNc,41.1678802,-78.7464856,Public
Treasure Lake Golf Club,Treasure Lake Golf Club - Silver Course,DuBois,PA,5343,ChIJl7b9BeX2zIkRqMZ822DfBNc,41.1678802,-78.7464856,Public
Tree Top Golf Course,Tree Top Golf Course,Manheim,PA,13569,ChIJgUsa7u-gyIkR9Tf0NS4mHOQ,40.214907,-76.490242,Public
Treesdale Golf & Country Club,Treesdale Golf & Country Club - Grove/Lakes,Gibsonia,PA,5430,ChIJdX-69LCINIgR0gP3_TtxZ1E,40.63007,-79.9695,Private
Treesdale Golf & Country Club,Treesdale Golf & Country Club - Lakes/Orchard,Gibsonia,PA,5431,ChIJdX-69LCINIgR0gP3_TtxZ1E,40.63007,-79.9695,Private
Treesdale Golf & Country Club,Treesdale Golf & Country Club - Orchard/Grove,Gibsonia,PA,5432,ChIJdX-69LCINIgR0gP3_TtxZ1E,40.63007,-79.9695,Private
Tumblebrook Golf Course,Tumblebrook Golf Course,Coopersburg,PA,13539,ChIJ68_rrDA9xIkRmD3iOJUWfwI,40.517006,-75.370164,Public
Turtle Creek Golf Course,Turtle Creek Golf Course,Limerick,PA,3265,ChIJq94W-ceaxokRfyp7DhzeNFE,40.2237355,-75.5244196,Public
Twin Woods Golf Course,Twin Woods Golf Course,Hatfield,PA,13562,ChIJb8Y5PxehxokR3_s4gwOxdX4,40.281158,-75.275655,Public
Tyoga Country Club,Tyoga Country Club,Wellsboro,PA,13802,ChIJV4zKMaYvzokRhsdLzhZx_-Q,41.733527,-77.343097,Public
Uniontown Country Club,Uniontown Country Club,Uniontown,PA,5424,ChIJtfKlmc4_NYgRX0QiUVjaluU,39.8804,-79.720805,Private
Valley Brook Country Club,Valley Brook Country Club - Blue/Gold,McMurray,PA,5367,ChIJ0YpAGnpWNIgRGS0LrO65ruM,40.299756,-80.132647,Private
Valley Brook Country Club,Valley Brook Country Club - Gold/Red,McMurray,PA,5365,ChIJ0YpAGnpWNIgRGS0LrO65ruM,40.299756,-80.132647,Private
Valley Brook Country Club,Valley Brook Country Club - Red/Blue,McMurray,PA,5366,ChIJ0YpAGnpWNIgRGS0LrO65ruM,40.299756,-80.132647,Private
VALLEY CC,VALLEY CC,Sugarloaf,PA,3285,ChIJq_VjxX-hxYkRj_5mbLIriwA,40.985878,-76.038411,Private
Valley Country Club,Valley Country Club,Sugarloaf,PA,23736,ChIJq_VjxX-hxYkRj_5mbLIriwA,40.985878,-76.038411,Private
Valley Green Golf Club,Valley Green Golf Club,Etters,PA,13556,ChIJywdlwf-UyIkRjshqIGPBJGs,40.159637,-76.783669,Public
Vandergrift Golf Club,Vandergrift Golf Club,Vandergrift,PA,5461,ChIJQXQjhke6NIgRGnz1uVIKmoc,40.587608,-79.585825,Public
Venango Valley Inn & Golf Course,Venango Valley Inn & Golf Course,Venango,PA,23795,ChIJfSm8cHZfMogRH3BVeakB0vY,41.769073,-80.1155362,Public
Victory Hills Golf Course,Victory Hills Golf Course,Elizabeth,PA,13542,ChIJWeXMUsnjNIgRRnx6DstmLqU,40.235931,-79.845231,Public
