Club Name,Course Name,City,State,Order,Full Name,Course ID,Google Places ID,Latitude,Longitude
Deer Run Golf Club,Deer Run Golf Club,Victoria,MN,8045,"Deer Run Golf Club, Victoria, MN",670,ChIJr_ENwJ8G9ocRCkFL4wTPo98,44.847379,-93.657044
Dellwood Country Club,Dellwood Country Club,Dellwood,MN,8046,"Dellwood Country Club, Dellwood, MN",551,ChIJpU9VJ3LQslIR3y9SjfzQmh0,45.106768,-92.975704
Detroit CC - Lakeview,Detroit CC - Lakeview,Detroit Lakes,MN,8047,"Detroit CC - Lakeview, Detroit Lakes, MN",860,ChIJSU2065BOyFIRTr99XE45i48,#N/A,#N/A
Detroit CC - Pine to Palm,Detroit CC - Pine to Palm,Detroit Lakes,MN,8048,"Detroit CC - Pine to Palm, Detroit Lakes, MN",610,ChIJCZf4nZpOyFIR8KdtM8WaDKE,46.760282,-95.889493
Dodge Country Club,Dodge Country Club,Dodge Center,MN,8049,"Dodge Country Club, Dodge Center, MN",789,ChIJtwgBab8994cRh607p4QIcgg,44.038705,-92.8757782
Double Eagle Golf and Grille,Double Eagle Golf and Grille - Gold,Eagle Bend,MN,8050,"Double Eagle Golf and Grille - Gold, Eagle Bend, MN",858,ChIJB08r3WnitVIRS0iC06xiSXc,46.0903733,-95.0371288
Double Eagle Golf and Grille,Double Eagle Golf and Grille - Green,Eagle Bend,MN,8051,"Double Eagle Golf and Grille - Green, Eagle Bend, MN",857,ChIJB08r3WnitVIRS0iC06xiSXc,46.0903733,-95.0371288
Driftwood Golf & Fitness,Driftwood Golf & Fitness,Clearwater,MN,8052,"Driftwood Golf & Fitness, Clearwater, MN",984,ChIJzTyXD0iPtFIRXityNAI6mak,#N/A,#N/A
Dwan Golf Club,Dwan Golf Club,Bloomington,MN,8053,"Dwan Golf Club, Bloomington, MN",671,ChIJszZfXUs79ocR9uQI0cvHfEg,44.8039166,-93.3248145
Eagle Creek Golf Club,Eagle Creek Golf Club,Willmar,MN,8054,"Eagle Creek Golf Club, Willmar, MN",653,ChIJWeFx-HxetVIR8mClCs9vIoM,45.15068,-95.029203
Eagle Lake Youth Golf Center,Eagle Lake Youth Golf Center,Plymouth,MN,8055,"Eagle Lake Youth Golf Center, Plymouth, MN",647,ChIJ1ctIqDM2s1IRgVLJYdzBTo0,45.0604158,-93.4180102
Eagle Ridge Golf Course,Eagle Ridge Golf Course,Coleraine,MN,8056,"Eagle Ridge Golf Course, Coleraine, MN",893,ChIJmUe3YWOGsFIR0kdiWBJtc-4,47.2782623,-93.4308494
Eagle Valley Golf Course,Eagle Valley Golf Course,Woodbury,MN,8057,"Eagle Valley Golf Course, Woodbury, MN",843,ChIJYylRIqfZ94cRmGDSxfBvsTc,44.909479,-92.900248
Eagle View Golf Course,Eagle View Golf Course,Park Rapids,MN,8058,"Eagle View Golf Course, Park Rapids, MN",705,ChIJsfayUabqt1IRb0OYdPJOjGE,47.025163,-95.108263
Eagle's Landing Golf Club,Eagle's Landing Golf Club,Ripley,MN,8059,"Eagle's Landing Golf Club, Ripley, MN",740,ChIJ20nh0eudtlIRmGTPLoiXn60,46.142841,-94.350664
Eastwood Golf Club,Eastwood Golf Club,Rochester,MN,8060,"Eastwood Golf Club, Rochester, MN",729,ChIJVbzjzG3h-YcRd5pelHgDd0Y,44.00773,-92.409218
Edina Country Club,Edina Country Club,Edina,MN,8061,"Edina Country Club, Edina, MN",790,ChIJx_3opC4h9ocRuoXrrTevOM8,44.910794,-93.340481
Edinburgh USA,Edinburgh USA,Brooklyn Park,MN,8062,"Edinburgh USA, Brooklyn Park, MN",564,ChIJI5mhnGY6s1IRsGPQHoRNcNE,45.1124567,-93.3270204
Elk River Golf Club,Elk River Golf Club,Elk River,MN,8063,"Elk River Golf Club, Elk River, MN",787,ChIJcfoTnyRvs1IRHcp5K6TICvY,45.3326127,-93.5973575
Elm Creek Golf Course,Elm Creek Golf Course,Plymouth,MN,8064,"Elm Creek Golf Course, Plymouth, MN",516,ChIJD2W0is5Os1IR-UTkY_hNVB4,#N/A,#N/A
Ely Golf Club,Ely Golf Club,Ely,MN,8065,"Ely Golf Club, Ely, MN",527,ChIJifSbnkWlpVIRzm10xaE3qM8,47.893948,-91.867142
Emerald Greens Golf Club,Emerald Greens Golf Club - Gold,Hastings,MN,8066,"Emerald Greens Golf Club - Gold, Hastings, MN",715,ChIJHYhb9rTI94cRyzHTMJmcovk,44.738749,-92.954643
Emerald Greens Golf Club,Emerald Greens Golf Club - Silver,Hastings,MN,8067,"Emerald Greens Golf Club - Silver, Hastings, MN",714,ChIJHYhb9rTI94cRyzHTMJmcovk,44.738749,-92.954643
Emily Greens Golf Course,Emily Greens Golf Course,Emily,MN,8068,"Emily Greens Golf Course, Emily, MN",642,ChIJMyxwnjLVtlIRJsa5mQGoC3Y,46.730702,-93.98729
Enger Park Golf Course,Enger Park Golf Course - Back/Front,Duluth,MN,8069,"Enger Park Golf Course - Back/Front, Duluth, MN",14899,ChIJ85OUYpVSrlIRy98AN5P00lg,#N/A,#N/A
Enger Park Golf Course,Enger Park Golf Course - Front/Middle,Duluth,MN,8070,"Enger Park Golf Course - Front/Middle, Duluth, MN",14897,ChIJ85OUYpVSrlIRy98AN5P00lg,#N/A,#N/A
Enger Park Golf Course,Enger Park Golf Course - Middle/Back,Duluth,MN,8071,"Enger Park Golf Course - Middle/Back, Duluth, MN",14898,ChIJ85OUYpVSrlIRy98AN5P00lg,#N/A,#N/A
Eshquaguma Country Club,Eshquaguma Country Club,Gilbert,MN,8072,"Eshquaguma Country Club, Gilbert, MN",662,ChIJp9px87RfpVIRX9yNgGO7Fog,47.462099,-92.36459
Eveleth Municipal Golf Course,Eveleth Municipal Golf Course,Eveleth,MN,8073,"Eveleth Municipal Golf Course, Eveleth, MN",663,ChIJKZkCVPtXpVIR2Dhr03mtLrY,47.429627,-92.519728
Fair Havens Golf Club,Fair Havens Golf Club,Menagha,MN,8074,"Fair Havens Golf Club, Menagha, MN",496,ChIJ2UegR923t1IRbRLGAnmlcSw,46.848859,-95.050956
Fairway Shores Executive Golf Course,Fairway Shores Executive Golf Course,Zimmerman,MN,8075,"Fairway Shores Executive Golf Course, Zimmerman, MN",753,ChIJ7YOHSdx2s1IRryjECxxakBc,45.482277,-93.59954
Falcon Ridge Golf Course,Falcon Ridge Golf Course,Stacy,MN,8076,"Falcon Ridge Golf Course, Stacy, MN",524,ChIJsUPnNu36slIRHs6cFllma9g,45.439536,-93.000033
Falcon Ridge Golf Course,Falcon Ridge Golf Course - Executive Nine,Stacy,MN,8077,"Falcon Ridge Golf Course - Executive Nine, Stacy, MN",21076,ChIJsUPnNu36slIRHs6cFllma9g,45.439536,-93.000033
Falls Country Club,Falls Country Club,International Falls,MN,8078,"Falls Country Club, International Falls, MN",641,ChIJg60MVDp5u1IRa4ayvRhQhkU,48.573058,-93.451109
Faribault Golf Club,Faribault Golf Club,Faribault,MN,8079,"Faribault Golf Club, Faribault, MN",792,ChIJ72dawgH39ocRKOwPJVPczdI,44.30921,-93.294508
Farmers Golf & Health Club,Farmers Golf & Health Club,Sanborn,MN,8080,"Farmers Golf & Health Club, Sanborn, MN",879,ChIJE1paOP8ri4cRtqNP03sC7JA,44.2168904,-95.1335924
Ferndale Country Club,Ferndale Country Club,Rushford,MN,8081,"Ferndale Country Club, Rushford, MN",560,ChIJxY9OYIJ9-YcRpsH1vgLRsWY,43.784942,-91.71607
Fiddlestix Golf Course,Fiddlestix Golf Course,Isle,MN,8082,"Fiddlestix Golf Course, Isle, MN",802,ChIJmQ29larZs1IRXxK8etNlL1U,46.118024,-93.434401
Forest Hills Golf Club,Forest Hills Golf Club,Forest Lake,MN,8083,"Forest Hills Golf Club, Forest Lake, MN",778,ChIJPwaLrqPCslIRtrzsZUIefBI,45.2525342,-92.9515457
Forest Hills Golf Course,Forest Hills Golf Course,Detroit Lakes,MN,8084,"Forest Hills Golf Course, Detroit Lakes, MN",707,ChIJxQSu23FFyFIRw_wxt5zWd6E,46.839269,-95.923453
Fort Ridgely State Park Golf Course,Fort Ridgely State Park Golf Course,Fairfax,MN,8085,"Fort Ridgely State Park Golf Course, Fairfax, MN",624,ChIJ7Yiy81Q99YcR0aDCCDHO2TA,#N/A,#N/A
Fort Snelling Public Golf Course,Fort Snelling Public Golf Course,Fort Snelling,MN,8086,"Fort Snelling Public Golf Course, Fort Snelling, MN",634,ChIJAf7Zn1kp9ocRjaVD4lFoafc,44.885764,-93.193924
Fosston Golf Club,Fosston Golf Club,Fosston,MN,8087,"Fosston Golf Club, Fosston, MN",853,ChIJbRTNJHHyx1IR1VRrhtCDYEI,47.590826,-95.787256
Fountain Valley Golf Club,Fountain Valley Golf Club,Farmington,MN,8088,"Fountain Valley Golf Club, Farmington, MN",549,ChIJFcKckuZK9ocRfHQebTCeJIA,44.628574,-93.122413
Fox Hollow Golf Club,Fox Hollow Golf Club,St. Michael,MN,8089,"Fox Hollow Golf Club, St. Michael, MN",24190,ChIJl37qgPVCs1IR0rRfaKeOmso,45.22137,-93.573091
Fox Lake Golf Club,Fox Lake Golf Club,Sherburn,MN,8090,"Fox Lake Golf Club, Sherburn, MN",491,ChIJhZ_9i21g84cR9dZOvItHmvc,43.672897,-94.719993
Francis A. Gross Golf Club,Francis A. Gross Golf Club,Minneapolis,MN,8091,"Francis A. Gross Golf Club, Minneapolis, MN",791,ChIJG6c3880ts1IRmcOpFrfjgkM,45.011787,-93.211725
Frazee Golf Course,Frazee Golf Course,Frazee,MN,8092,"Frazee Golf Course, Frazee, MN",864,ChIJe9eE_G40yFIRHIJeffcfrmk,46.734068,-95.679223
French Lake Open Golf Club,French Lake Open Golf Club,Maple Grove,MN,8093,"French Lake Open Golf Club, Maple Grove, MN",880,ChIJszTlRclGs1IRbiqk248-JFY,#N/A,#N/A
Gem Lake Hills Golf Course,Gem Lake Hills Golf Course,White Bear Lake,MN,8094,"Gem Lake Hills Golf Course, White Bear Lake, MN",889,ChIJD4mnsdHWslIR3vYA8VGpgGE,45.063766,-93.031584
Geneva Golf Club,Geneva Golf Club - Island/Ponds,Alexandria,MN,8095,"Geneva Golf Club - Island/Ponds, Alexandria, MN",13934,ChIJzZ3PSN8IylIRFJ1uYMbvLoo,45.901334,-95.318606
Geneva Golf Club,Geneva Golf Club - Marsh/Island,Alexandria,MN,8096,"Geneva Golf Club - Marsh/Island, Alexandria, MN",13930,ChIJzZ3PSN8IylIRFJ1uYMbvLoo,45.901334,-95.318606
Geneva Golf Club,Geneva Golf Club - Ponds/Marsh,Alexandria,MN,8097,"Geneva Golf Club - Ponds/Marsh, Alexandria, MN",13928,ChIJzZ3PSN8IylIRFJ1uYMbvLoo,45.901334,-95.318606
Giants Ridge Golf Course,Giants Ridge Golf Course - The Legend,Biwabik,MN,8098,"Giants Ridge Golf Course - The Legend, Biwabik, MN",743,ChIJt-ICcCtmpVIRmm-9hcfOkck,47.5791,-92.304781
Giants Ridge Golf Course,Giants Ridge Golf Course - The Quarry,Biwabik,MN,8099,"Giants Ridge Golf Course - The Quarry, Biwabik, MN",21077,ChIJt-ICcCtmpVIRmm-9hcfOkck,47.5791,-92.304781
Glen Lake Golf & Practice Center,Glen Lake Golf & Practice Center,Minnetonka,MN,8100,"Glen Lake Golf & Practice Center, Minnetonka, MN",483,ChIJtcTmBOAe9ocRxOrrKWABH18,44.892635,-93.463994
Glencoe Country Club,Glencoe Country Club,Glencoe,MN,8101,"Glencoe Country Club, Glencoe, MN",603,ChIJNSf4hhCS9YcR8jexeBOSOrk,44.7610467,-94.1442544
Golden Eagle Golf Club,Golden Eagle Golf Club,Fifty Lakes,MN,8102,"Golden Eagle Golf Club, Fifty Lakes, MN",680,ChIJf-nJSg8qt1IRTuP8Zjhl8ZM,46.758587,-94.065258
Golden Valley Country Club,Golden Valley Country Club,Golden Valley,MN,8103,"Golden Valley Country Club, Golden Valley, MN",547,ChIJkyX2L1w0s1IRI122K-Lo9Yw,44.987615,-93.36695
Golf On The Edge,Golf On The Edge,Big Fork,MN,8104,"Golf On The Edge, Big Fork, MN",572,ChIJOYG1dwFDulIRhaI7QJE4F0E,47.751406,-93.632806
Goodrich Golf Course,Goodrich Golf Course,Maplewood,MN,8105,"Goodrich Golf Course, Maplewood, MN",509,ChIJuWsCdIHTslIR1--tysCjsC0,44.9959011,-93.0212908
Gopher Hills Golf Course,Gopher Hills Golf Course - Lynx Executive,Cannon Falls,MN,8106,"Gopher Hills Golf Course - Lynx Executive, Cannon Falls, MN",21246,ChIJayd4HLS994cRt_EdWxC2ib4,44.570671,-92.811713
Gopher Hills Golf Course,Gopher Hills Golf Course - The Heath/The Glen,Cannon Falls,MN,8107,"Gopher Hills Golf Course - The Heath/The Glen, Cannon Falls, MN",706,ChIJayd4HLS994cRt_EdWxC2ib4,44.570671,-92.811713
Graceville Golf Club,Graceville Golf Club,Graceville,MN,8108,"Graceville Golf Club, Graceville, MN",823,ChIJx4PBLH2Fy1IRcc8uSuR08l8,45.553921,-96.44022
Grand National Golf Club,Grand National Golf Club,Hinckley,MN,8109,"Grand National Golf Club, Hinckley, MN",594,ChIJrRhAhSY9slIR2XSZ9Llk2SA,46.0071544,-92.9169573
Grand View Golf Links of Duluth,Grand View Golf Links of Duluth,Duluth,MN,8110,"Grand View Golf Links of Duluth, Duluth, MN",883,ChIJrTjnzuJJrlIRofTb2MoNWsk,#N/A,#N/A
Grand View Lodge,Grand View Lodge - Garden Course,Nisswa,MN,8111,"Grand View Lodge - Garden Course, Nisswa, MN",21079,ChIJMVEHTxPqtlIR8WEyStXZoH0,46.493298,-94.314337
Grand View Lodge,Grand View Lodge - The Pines - Lakes/Woods,Nisswa,MN,8112,"Grand View Lodge - The Pines - Lakes/Woods, Nisswa, MN",471,ChIJMVEHTxPqtlIR8WEyStXZoH0,46.493298,-94.314337
Grand View Lodge,Grand View Lodge - The Pines - Marsh/Lakes,Nisswa,MN,8113,"Grand View Lodge - The Pines - Marsh/Lakes, Nisswa, MN",473,ChIJMVEHTxPqtlIR8WEyStXZoH0,46.493298,-94.314337
Grand View Lodge,Grand View Lodge - The Pines - Woods/Marsh,Nisswa,MN,8114,"Grand View Lodge - The Pines - Woods/Marsh, Nisswa, MN",472,ChIJMVEHTxPqtlIR8WEyStXZoH0,46.493298,-94.314337
Grand View Lodge,Grand View Lodge - The Preserve,Nisswa,MN,8115,"Grand View Lodge - The Preserve, Nisswa, MN",21078,ChIJMVEHTxPqtlIR8WEyStXZoH0,46.493298,-94.314337
Grandy Nine Golf Course,Grandy Nine Golf Course,Stanchfield,MN,8116,"Grandy Nine Golf Course, Stanchfield, MN",734,ChIJPf2t9_qrs1IRtfOCZKZW2FE,45.623607,-93.240628
Granite Run Golf Course,Granite Run Golf Course,Granite Falls,MN,8117,"Granite Run Golf Course, Granite Falls, MN",815,ChIJw1bTE4OciocRLuTi56kjhFg,44.7961387,-95.5326334
Great Life Golf & Fitness,Great Life Golf & Fitness,Worthington,MN,8118,"Great Life Golf & Fitness, Worthington, MN",584,ChIJQzm71UCCjIcRTJpqH0IzRd4,#N/A,#N/A
Green Haven Golf Club,Green Haven Golf Club,Anoka,MN,8119,"Green Haven Golf Club, Anoka, MN",660,ChIJ8VyHnfc-s1IRXVgLTnh52P4,45.209154,-93.398891
Green Lea Golf Course,Green Lea Golf Course,Albert Lea,MN,8120,"Green Lea Golf Course, Albert Lea, MN",521,ChIJP_izaiY08YcR7Abu0T7kuYQ,43.6643326,-93.3681987
Green Valley Golf Course,Green Valley Golf Course,Lake Park,MN,8121,"Green Valley Golf Course, Lake Park, MN",517,ChIJGRFlk3RXyFIRyw5kmk14VQY,46.801153,-96.08425
"Greenwood Golf Links, Inc.","Greenwood Golf Links, Inc.",Wyoming,MN,8122,"Greenwood Golf Links, Inc., Wyoming, MN",1000,N/A,N/A,N/A
Greystone Golf Club,Greystone Golf Club,Sauk Center,MN,8123,"Greystone Golf Club, Sauk Center, MN",806,ChIJKxbbwMGUtVIRAZSJyaRQ9oM,45.782212,-94.936059
Gunflint Hills Golf Club,Gunflint Hills Golf Club,Grand Marais,MN,8124,"Gunflint Hills Golf Club, Grand Marais, MN",884,ChIJGezRxW-Vp1IRH9Hbw3MJn3k,47.790411,-90.322522
Hadley Creek Golf Learning Center,Hadley Creek Golf Learning Center,Rochester,MN,8125,"Hadley Creek Golf Learning Center, Rochester, MN",11512,ChIJb3eAzdjf-YcRdbVh1Sb6gRc,44.0768643,-92.428583
Halla Greens Chanhassen Executive GC and DR,Halla Greens Chanhassen Executive GC and DR,Chanhassen,MN,8126,"Halla Greens Chanhassen Executive GC and DR, Chanhassen, MN",609,ChIJY_0N11Aa9ocRZ_GESj3pCxw,44.826124,-93.533312
Hardwood Hills Golf Course,Hardwood Hills Golf Course,Alexandria,MN,8127,"Hardwood Hills Golf Course, Alexandria, MN",829,ChIJRVEqoKYWylIRoQ9HhI8xTyI,45.8520599,-95.5080341
Harmony Golf Club,Harmony Golf Club,Harmony,MN,8128,"Harmony Golf Club, Harmony, MN",980,ChIJiaC-DhQ6-ocRu5A9GkM1NWw,43.558311,-92.004229
Hastings Golf Club,Hastings Golf Club,Hastings,MN,8129,"Hastings Golf Club, Hastings, MN",848,ChIJ8Trq0r3G94cRuPWxDiwVWWM,44.72604,-92.874967
Havana Hills,Havana Hills,Owatonna,MN,8130,"Havana Hills, Owatonna, MN",23644,ChIJnfWMRDrh9ocR9kQv6KW6yM8,44.104236,-93.165672
Hawk Creek Country Club,Hawk Creek Country Club,Raymond,MN,8131,"Hawk Creek Country Club, Raymond, MN",818,ChIJOdYv4vKvylIRNcXOT9mWmIc,45.018112,-95.236902
Hawley Golf & Country Club,Hawley Golf & Country Club,Hawley,MN,8132,"Hawley Golf & Country Club, Hawley, MN",518,ChIJ9cIaKY3xyFIRwyPVlMRMgOg,46.87382,-96.311282
Hayden Hills Executive Golf,Hayden Hills Executive Golf,Dayton,MN,8133,"Hayden Hills Executive Golf, Dayton, MN",536,ChIJb5Bz02o_s1IRL6Dbw9Y1gnA,#N/A,#N/A
Hazeltine National Golf Club,Hazeltine National Golf Club,Chaska,MN,8134,"Hazeltine National Golf Club, Chaska, MN",586,ChIJ5ZBHNSoF9ocRLAFIgxQDceU,44.833909,-93.590908
Headwaters Golf Club,Headwaters Golf Club,Park Rapids,MN,8135,"Headwaters Golf Club, Park Rapids, MN",497,ChIJ44jDVym_t1IRIvo-rAe3i3g,46.951056,-95.04758
Heart of the Valley Golf Club,Heart of the Valley Golf Club,Ada,MN,8136,"Heart of the Valley Golf Club, Ada, MN",704,ChIJJ_-SK12iyFIRSMW2rFd4e4o,47.291682,-96.503284
Hendricks Golf Club,Hendricks Golf Club,Hendricks,MN,8137,"Hendricks Golf Club, Hendricks, MN",502,ChIJ5U46GCf1iYcR4ZczARhs-fo,44.5071858,-96.424213
Heritage Links Golf Club,Heritage Links Golf Club,Lakeville,MN,8138,"Heritage Links Golf Club, Lakeville, MN",869,ChIJ435FRb9A9ocR_ZnE4tC6nJ8,44.634543,-93.358424
Hiawatha Golf Club,Hiawatha Golf Club,Minneapolis,MN,8139,"Hiawatha Golf Club, Minneapolis, MN",854,ChIJId5A2mAo9ocRfN8bBw7Ng4w,44.922538,-93.245891
Hibbing Municipal Golf Course,Hibbing Municipal Golf Course,Hibbing,MN,8140,"Hibbing Municipal Golf Course, Hibbing, MN",664,ChIJ-3IWgTenulIRHaA1L2kru1U,47.4317842,-92.9348036
Hidden Creek Golf Club,Hidden Creek Golf Club,Owatonna,MN,8141,"Hidden Creek Golf Club, Owatonna, MN",809,ChIJI_uZVBbh9ocRaMp32KADetk,#N/A,#N/A
Hidden Greens Golf Course,Hidden Greens Golf Course,Hastings,MN,8142,"Hidden Greens Golf Course, Hastings, MN",902,ChIJYxuejVu_94cRyGVPEWOOfDI,44.659287,-92.843479
Hidden Haven Golf Club,Hidden Haven Golf Club,Cedar,MN,8143,"Hidden Haven Golf Club, Cedar, MN",628,ChIJfboiicAbs1IRa2e_cS2u2Uo,45.342194,-93.246399
Higbee's Golf Course,Higbee's Golf Course,Onamia,MN,8144,"Higbee's Golf Course, Onamia, MN",785,N/A,N/A,N/A
Highland National Golf Course,Highland National Golf Course,St. Paul,MN,8145,"Highland National Golf Course, St. Paul, MN",668,ChIJGfRRvMsr9ocRFsDFADOB-yU,44.913155,-93.158046
Highland National Golf Course,Highland National Golf Course - Highland Park Nine Hole,St. Paul,MN,8146,"Highland National Golf Course - Highland Park Nine Hole, St. Paul, MN",21080,ChIJGfRRvMsr9ocRFsDFADOB-yU,44.913155,-93.158046
Hillcrest Golf Club of St. Paul,Hillcrest Golf Club of St. Paul,St. Paul,MN,8147,"Hillcrest Golf Club of St. Paul, St. Paul, MN",780,ChIJl_jTF3HTslIRn0Q1QhEPeoc,#N/A,#N/A
Hollydale Golf Club,Hollydale Golf Club,Plymouth,MN,8148,"Hollydale Golf Club, Plymouth, MN",588,ChIJ2eWdB0BJs1IRrg7TTfj5zI4,45.0400818,-93.4965347
Hoyt Lakes Golf Course,Hoyt Lakes Golf Course,Hoyt Lakes,MN,8149,"Hoyt Lakes Golf Course, Hoyt Lakes, MN",665,ChIJW8bin5Z7pVIROXqRSpS6aic,47.521523,-92.112845
Indian Hills Golf Club,Indian Hills Golf Club,Stillwater,MN,8150,"Indian Hills Golf Club, Stillwater, MN",672,ChIJQ1gtZoTOslIR-XZNb0FOIIs,45.044386,-92.899366
Interlachen Country Club,Interlachen Country Club,Edina,MN,8151,"Interlachen Country Club, Edina, MN",728,ChIJsdheqP8g9ocRhFzJjq5_VJw,44.915307,-93.379771
Interlaken Golf Club,Interlaken Golf Club,Fairmont,MN,8152,"Interlaken Golf Club, Fairmont, MN",748,ChIJnyxA9mh584cRGKIWgZOzSFQ,43.605092,-94.467868
Inver Wood Golf Course,Inver Wood Golf Course,Inver Grove Heights,MN,8153,"Inver Wood Golf Course, Inver Grove Heights, MN",716,ChIJJ8EPH-fS94cRcxoF6Gq4fWY,44.846032,-93.069704
Inver Wood Golf Course,Inver Wood Golf Course - Executive Nine,Inver Grove Heights,MN,8154,"Inver Wood Golf Course - Executive Nine, Inver Grove Heights, MN",21081,ChIJJ8EPH-fS94cRcxoF6Gq4fWY,44.846032,-93.069704
Ironman Golf Course,Ironman Golf Course,Detroit Lakes,MN,8155,"Ironman Golf Course, Detroit Lakes, MN",739,ChIJP6bcSvhGyFIRLpgnp4OGw1I,#N/A,#N/A
Island Pine Golf Club,Island Pine Golf Club,Atwater,MN,8156,"Island Pine Golf Club, Atwater, MN",730,ChIJ_3wqnc9AtVIRT7kvmkEls9k,45.132905,-94.792869
Island View Golf Club,Island View Golf Club,Waconia,MN,8157,"Island View Golf Club, Waconia, MN",673,ChIJs64rE-L99YcRBEdGp1aRfV8,44.859524,-93.755125
Izatys Resort,Izatys Resort - Blackbrook,Onamia,MN,8158,"Izatys Resort - Blackbrook, Onamia, MN",890,ChIJ1WERBUPgs1IRUDnSjlCl74Y,46.1262046,-93.5875291
Jackson Golf Club,Jackson Golf Club,Jackson,MN,8159,"Jackson Golf Club, Jackson, MN",492,ChIJ-wA92N75wIcRbtGlkC7U4Sw,43.633228,-94.9960652
Karlstad Golf Course,Karlstad Golf Course,Karlstad,MN,8160,"Karlstad Golf Course, Karlstad, MN",735,ChIJk3MkIprVwFIRlfqEA6HZ3rc,48.584974,-96.50762
Keller Golf Club,Keller Golf Club,St. Paul,MN,8161,"Keller Golf Club, St. Paul, MN",657,ChIJR5bd2VPUslIRyqyte4QHmCo,45.0061362,-93.0569214
Kenyon Country Club,Kenyon Country Club,Kenyon,MN,8162,"Kenyon Country Club, Kenyon, MN",525,ChIJNVvNsCoE94cRhYK5epEq_t4,44.284064,-92.978073
Kimball Golf Club,Kimball Golf Club,Kimball,MN,8163,"Kimball Golf Club, Kimball, MN",614,ChIJqcsRqf3ltFIR_BMlYKpzE3g,45.29537,-94.292119
Koronis Hills Golf Club,Koronis Hills Golf Club,Paynesville,MN,8164,"Koronis Hills Golf Club, Paynesville, MN",596,ChIJO1U0D-QNtVIRSq35yBOQVss,45.3660692,-94.7258678
Lafayette Club,Lafayette Club,Minnetonka Beach,MN,8165,"Lafayette Club, Minnetonka Beach, MN",519,ChIJn3YOCacC9ocR8KTr53zlzws,44.943256,-93.593323
Lake City Golf,Lake City Golf,Lake City,MN,8166,"Lake City Golf, Lake City, MN",804,ChIJp4srAuEx-IcRrp64xtRj9oc,44.465928,-92.298133
Lake Miltona Golf Club,Lake Miltona Golf Club,Alexandria,MN,8167,"Lake Miltona Golf Club, Alexandria, MN",589,ChIJTVXtWyUBylIRCRjJbfjQQJw,46.0191366,-95.3179306
Lake Pepin Golf Course,Lake Pepin Golf Course,Lake City,MN,8168,"Lake Pepin Golf Course, Lake City, MN",520,ChIJ0ZFiCeQ0-IcRoGgcQ1jmD6M,44.4096273,-92.1859789
Lakeview Golf of Orono,Lakeview Golf of Orono,Mound,MN,8169,"Lakeview Golf of Orono, Mound, MN",698,ChIJVcuRMQxNs1IRfULbrGraM4U,44.975299,-93.560505
Lancaster Riverside Golf Club,Lancaster Riverside Golf Club,Lancaster,MN,8170,"Lancaster Riverside Golf Club, Lancaster, MN",737,ChIJqZwHpCcYwVIRZi6vGW-bkE8,48.894,-96.798954
Lanesboro Golf Club,Lanesboro Golf Club,Lanesboro,MN,8171,"Lanesboro Golf Club, Lanesboro, MN",567,ChIJr7B9SLso-ocRmsr46oxXtQQ,43.7125438,-91.9769334
Legacy Golf,Legacy Golf,Faribault,MN,8172,"Legacy Golf, Faribault, MN",539,ChIJCUGb8db59ocRfAM1ZYJU0Dg,44.308483,-93.254219
Legends Club,Legends Club,Prior Lake,MN,8173,"Legends Club, Prior Lake, MN",784,ChIJE-MPnDc_9ocRBPhuynvDdVY,44.670045,-93.343425
Lester Park Golf Course,Lester Park Golf Course - Back/Lake,Duluth,MN,8174,"Lester Park Golf Course - Back/Lake, Duluth, MN",14933,ChIJoQUVtwCrr1IRCDh2pkjt9dI,#N/A,#N/A
Lester Park Golf Course,Lester Park Golf Course - Front/Back,Duluth,MN,8175,"Lester Park Golf Course - Front/Back, Duluth, MN",14919,ChIJoQUVtwCrr1IRCDh2pkjt9dI,#N/A,#N/A
Lester Park Golf Course,Lester Park Golf Course - Lake/Front,Duluth,MN,8176,"Lester Park Golf Course - Lake/Front, Duluth, MN",14920,ChIJoQUVtwCrr1IRCDh2pkjt9dI,#N/A,#N/A
LeSueur Country Club,LeSueur Country Club,Le Sueur,MN,8177,"LeSueur Country Club, Le Sueur, MN",777,ChIJG5mQ9ZTR9YcRyNcpblmHl5U,44.426587,-93.88888
Lewiston Country Club,Lewiston Country Club,Lewiston,MN,8178,"Lewiston Country Club, Lewiston, MN",561,ChIJ4easMk-c-YcRpihzQxCGL1Q,43.980468,-91.881685
Lida Greens Golf Course,Lida Greens Golf Course,Pelican Rapids,MN,8179,"Lida Greens Golf Course, Pelican Rapids, MN",611,ChIJDb8M3jqpyVIRSzrmurzjcBo,46.563019,-96.008336
Links of Byron,Links of Byron,Byron,MN,8180,"Links of Byron, Byron, MN",992,ChIJpwTQqeJC94cRbVXUQyVx07k,#N/A,#N/A
Litchfield Golf Club,Litchfield Golf Club,Litchfield,MN,8181,"Litchfield Golf Club, Litchfield, MN",768,ChIJTZHs2msktVIR19heYnUT330,45.11352,-94.531561
Little Crow Country Club,Little Crow Country Club - Oaks/Willows,Spicer,MN,8182,"Little Crow Country Club - Oaks/Willows, Spicer, MN",481,ChIJCyh8FVtvtVIRNbzU5slxxhM,45.279011,-94.943867
