Club Name,Course Name,City,State,Order,Full Name,Course ID,Google Places ID,Latitude,Longitude
WHITE LAKE OAKS GOLF COURSE,WHITE LAKE OAKS GOLF COURSE,WHITE LAKE,MI,7914,"WHITE LAKE OAKS GOLF COURSE, WHITE LAKE, MI",9502,ChIJESl5c-yiJIgRLSyrWYS-Tt8,42.6249777,-83.4418346
WHITE PINE NATIONAL GOLF RESORT,WHITE PINE NATIONAL GOLF RESORT,SPRUCE,MI,7915,"WHITE PINE NATIONAL GOLF RESORT, SPRUCE, MI",9794,ChIJJeXehBNUJ4gR64d0RMMVUsM,44.754291,-83.525372
WHITEFORD VALLEY GC,WHITEFORD VALLEY GC - EAST/YELLOW,OTTAWA LAKE,MI,7916,"WHITEFORD VALLEY GC - EAST/YELLOW, OTTAWA LAKE, MI",1288,ChIJV4sKZ5KHPIgRYyUuHIPDpg0,41.760681,-83.732831
WHITEFORD VALLEY GC,WHITEFORD VALLEY GC - NORTH/BLUE,OTTAWA LAKE,MI,7917,"WHITEFORD VALLEY GC - NORTH/BLUE, OTTAWA LAKE, MI",1290,ChIJV4sKZ5KHPIgRYyUuHIPDpg0,41.760681,-83.732831
WHITEFORD VALLEY GC,WHITEFORD VALLEY GC - SOUTH/WHITE,OTTAWA LAKE,MI,7918,"WHITEFORD VALLEY GC - SOUTH/WHITE, OTTAWA LAKE, MI",1289,ChIJV4sKZ5KHPIgRYyUuHIPDpg0,41.760681,-83.732831
WHITEFORD VALLEY GC,WHITEFORD VALLEY GC - WEST/RED,OTTAWA LAKE,MI,7919,"WHITEFORD VALLEY GC - WEST/RED, OTTAWA LAKE, MI",11534,ChIJV4sKZ5KHPIgRYyUuHIPDpg0,41.760681,-83.732831
WHITMORE LAKE GOLF LINKS,WHITMORE LAKE GOLF LINKS,WHITMORE LAKE,MI,7920,"WHITMORE LAKE GOLF LINKS, WHITMORE LAKE, MI",9835,ChIJh6R-C5VSI4gRZeKzWdJfnq0,42.403419,-83.741123
WHITTAKER WOODS GC,WHITTAKER WOODS GC,NEW BUFFALO,MI,7921,"WHITTAKER WOODS GC, NEW BUFFALO, MI",9914,ChIJVxUoG8MEEYgRSjWeUwq6yig,41.769979,-86.755335
Whittaker Woods Golf Club,Whittaker Woods Golf Club,New Buffalo,MI,7922,"Whittaker Woods Golf Club, New Buffalo, MI",23778,ChIJVxUoG8MEEYgRSjWeUwq6yig,41.769979,-86.755335
WICKER HILLS GC,WICKER HILLS GC,HALE,MI,7923,"WICKER HILLS GC, HALE, MI",9826,ChIJmS_QMCXEIIgRrbW8GRHjxS0,44.452017,-83.805177
WILD BLUFF GC,WILD BLUFF GC,BRIMLEY,MI,7924,"WILD BLUFF GC, BRIMLEY, MI",9963,ChIJJwIgCKUhNk0RNr0gGeeSEss,46.42057,-84.603864
WILD PINES GOLF COURSE,WILD PINES GOLF COURSE,Hermansville,MI,7925,"WILD PINES GOLF COURSE, Hermansville, MI",26427,ChIJtTabxQtwUk0RyhqILlbJ8U4,45.700102,-87.642374
WILLOW METROPARK GC,WILLOW METROPARK GC,BELLEVILLE,MI,7926,"WILLOW METROPARK GC, BELLEVILLE, MI",9639,ChIJB6ni88xaO4gRDE4VYMKsj3g,#N/A,#N/A
WILLOW WOOD GC,WILLOW WOOD GC,PORTLAND,MI,7927,"WILLOW WOOD GC, PORTLAND, MI",10025,ChIJER0Hd5aeIogRC2wzxyEqVW4,42.818275,-84.890557
WINDING CREEK GC,WINDING CREEK GC - BLUE NINE,HOLLAND,MI,7928,"WINDING CREEK GC - BLUE NINE, HOLLAND, MI",27007,ChIJ5SK3Q3LrGYgRzmokKIIZltY,42.76877,-85.995789
WINDING CREEK GC,WINDING CREEK GC - BLUE/GOLD,HOLLAND,MI,7929,"WINDING CREEK GC - BLUE/GOLD, HOLLAND, MI",9479,ChIJ5SK3Q3LrGYgRzmokKIIZltY,42.76877,-85.995789
WINDING CREEK GC,WINDING CREEK GC - GOLD NINE,HOLLAND,MI,7930,"WINDING CREEK GC - GOLD NINE, HOLLAND, MI",27005,ChIJ5SK3Q3LrGYgRzmokKIIZltY,42.76877,-85.995789
WINDING CREEK GC,WINDING CREEK GC - GOLD/WHITE,HOLLAND,MI,7931,"WINDING CREEK GC - GOLD/WHITE, HOLLAND, MI",9478,ChIJ5SK3Q3LrGYgRzmokKIIZltY,42.76877,-85.995789
WINDING CREEK GC,WINDING CREEK GC - WHITE NINE,HOLLAND,MI,7932,"WINDING CREEK GC - WHITE NINE, HOLLAND, MI",26848,ChIJ5SK3Q3LrGYgRzmokKIIZltY,42.76877,-85.995789
WINDING CREEK GC,WINDING CREEK GC - WHITE/BLUE,HOLLAND,MI,7933,"WINDING CREEK GC - WHITE/BLUE, HOLLAND, MI",9480,ChIJ5SK3Q3LrGYgRzmokKIIZltY,42.76877,-85.995789
WOLF CREEK GOLF CLUB,WOLF CREEK GOLF CLUB,ADRIAN,MI,7934,"WOLF CREEK GOLF CLUB, ADRIAN, MI",9474,ChIJ7-98q1LlPIgRD8Q0FXbmLio,41.927427,-84.10916
WOODLAND HILLS GOLF CLUB,WOODLAND HILLS GOLF CLUB,Sandusky,MI,7935,"WOODLAND HILLS GOLF CLUB, Sandusky, MI",20995,ChIJq4lrH2_SJYgRMgtq6Abt1VQ,43.429056,-82.850875
WOODLANDS OF VAN BUREN,WOODLANDS OF VAN BUREN,WAYNE,MI,7936,"WOODLANDS OF VAN BUREN, WAYNE, MI",9550,ChIJw2MW6dNRO4gRXA-1HshtCng,#N/A,#N/A
WOODSIDE GOLF COURSE,WOODSIDE GOLF COURSE - HOLES 10-12,Lansing,MI,7937,"WOODSIDE GOLF COURSE - HOLES 10-12, Lansing, MI",29386,ChIJDy9DDv7rIogRWHLvX7Qil9w,#N/A,#N/A
WOODSIDE GOLF COURSE,WOODSIDE GOLF COURSE - HOLES 1-9,Lansing,MI,7938,"WOODSIDE GOLF COURSE - HOLES 1-9, Lansing, MI",29385,ChIJDy9DDv7rIogRWHLvX7Qil9w,#N/A,#N/A
WUSKOWHAN PLAYERS CLUB,WUSKOWHAN PLAYERS CLUB,WEST OLIVE,MI,7939,"WUSKOWHAN PLAYERS CLUB, WEST OLIVE, MI",9481,ChIJCx-IU0iJGYgRGPnxxNdRN94,42.895565,-86.183013
WYANDOTTE SHORES GOLF COURSE,WYANDOTTE SHORES GOLF COURSE,WYANDOTTE,MI,7940,"WYANDOTTE SHORES GOLF COURSE, WYANDOTTE, MI",9549,ChIJ1x830qcwO4gR-2QOTXoNOkQ,42.187098,-83.153623
WYNDGATE,WYNDGATE,ROCHESTER HILLS,MI,7941,"WYNDGATE, ROCHESTER HILLS, MI",9475,ChIJXePi5vbrJIgRUzyCv4pMgPc,42.739196,-83.175733
YANKEE SPRINGS GOLF COURSE,YANKEE SPRINGS GOLF COURSE - GOLD,Wayland,MI,7942,"YANKEE SPRINGS GOLF COURSE - GOLD, Wayland, MI",24179,ChIJw6y1Nc0zGIgR4GJQq4Iyug4,42.660579,-85.532937
YANKEE SPRINGS GOLF COURSE,YANKEE SPRINGS GOLF COURSE - RED,Wayland,MI,7943,"YANKEE SPRINGS GOLF COURSE - RED, Wayland, MI",24178,ChIJw6y1Nc0zGIgR4GJQq4Iyug4,42.660579,-85.532937
YANKEE SPRINGS GOLF COURSE,YANKEE SPRINGS GOLF COURSE - WHITE,Wayland,MI,7944,"YANKEE SPRINGS GOLF COURSE - WHITE, Wayland, MI",24180,ChIJw6y1Nc0zGIgR4GJQq4Iyug4,42.660579,-85.532937
YOUNG'S GOLF COURSE,YOUNG'S GOLF COURSE,IRON RIVER,MI,7945,"YOUNG'S GOLF COURSE, IRON RIVER, MI",9621,ChIJsTX5TYzlU00RMV-RbwBxsFU,46.035213,-88.56094
17' U.S. Senior Amateur,17' U.S. Senior Amateur,Minnesota,MN,7946,"17' U.S. Senior Amateur, Minnesota, MN",26445,N/A,N/A,N/A
Adrian Country Club,Adrian Country Club,Adrian,MN,7947,"Adrian Country Club, Adrian, MN",576,ChIJK93dnc13jIcRuABEyaB4RT0,43.625271,-95.933432
Afton Alps Golf Course,Afton Alps Golf Course,Hastings,MN,7948,"Afton Alps Golf Course, Hastings, MN",711,ChIJ38-uqYLd94cRfdgVMoMkdbU,44.856443,-92.78023
Albany Golf Club,Albany Golf Club,Albany,MN,7949,"Albany Golf Club, Albany, MN",482,ChIJ182dwbKttVIR3B8HFlURIhM,45.629173,-94.570142
Albert Lea Country Club,Albert Lea Country Club,Albert Lea,MN,7950,"Albert Lea Country Club, Albert Lea, MN",891,ChIJxWy3Nkg28YcRkEfXNhvizIU,43.6348074,-93.3990599
Albion Ridges Golf Course,Albion Ridges Golf Course - Boulder/Rock,Annandale,MN,7951,"Albion Ridges Golf Course - Boulder/Rock, Annandale, MN",622,ChIJ690M5O2-tFIRtq34yyzM8TU,45.180942,-94.047647
Albion Ridges Golf Course,Albion Ridges Golf Course - Granite/Boulder,Annandale,MN,7952,"Albion Ridges Golf Course - Granite/Boulder, Annandale, MN",621,ChIJ690M5O2-tFIRtq34yyzM8TU,45.180942,-94.047647
Albion Ridges Golf Course,Albion Ridges Golf Course - Rock/Granite,Annandale,MN,7953,"Albion Ridges Golf Course - Rock/Granite, Annandale, MN",620,ChIJ690M5O2-tFIRtq34yyzM8TU,45.180942,-94.047647
Alexandria Golf Club,Alexandria Golf Club,Alexandria,MN,7954,"Alexandria Golf Club, Alexandria, MN",554,ChIJ47pAq2MOylIRW2EI9E27d7A,45.915744,-95.373515
Angushire Golf Club,Angushire Golf Club,St. Cloud,MN,7955,"Angushire Golf Club, St. Cloud, MN",812,ChIJm9foqxFftFIR96wRr6t1BWU,45.547709,-94.213735
Appleton Golf Club,Appleton Golf Club,Appleton,MN,7956,"Appleton Golf Club, Appleton, MN",822,ChIJk4haUy8Xy1IR-GKGiGUECOE,45.207289,-96.015422
Applewood Hills Public Golf Course,Applewood Hills Public Golf Course,Stillwater,MN,7957,"Applewood Hills Public Golf Course, Stillwater, MN",887,ChIJl92ysgHMslIRVnvhlMlNL3w,45.037065,-92.86749
Arbor Pointe Golf Club,Arbor Pointe Golf Club,Inver Grove Heights,MN,7958,"Arbor Pointe Golf Club, Inver Grove Heights, MN",825,ChIJvwRLIW_S94cR2jfH0s97dKw,44.82061,-93.041207
Atikwa Golf Club at Arrowwood Resort,Atikwa Golf Club at Arrowwood Resort,Alexandria,MN,7959,"Atikwa Golf Club at Arrowwood Resort, Alexandria, MN",723,ChIJgwQ9kfAPylIRPFfnJS-zcuE,45.923609,-95.40713
Austin Country Club,Austin Country Club,Austin,MN,7960,"Austin Country Club, Austin, MN",746,ChIJRU3MvuLN8IcRVElS-5wlPKo,43.67345,-92.929759
Babbitt Golf Club,Babbitt Golf Club,Babbit,MN,7961,"Babbitt Golf Club, Babbit, MN",905,ChIJXcb9Cq-fpVIRTkbed9Cp46Q,47.715505,-91.980784
Baker National Golf Course,Baker National Golf Course,Medina,MN,7962,"Baker National Golf Course, Medina, MN",544,ChIJXVFQLe9Rs1IROAIbraohd0o,45.031214,-93.607066
Baker National Golf Course,Baker National Golf Course - Evergreen Course,Medina,MN,7963,"Baker National Golf Course - Evergreen Course, Medina, MN",21056,ChIJXVFQLe9Rs1IROAIbraohd0o,45.031214,-93.607066
Balmoral Golf Course,Balmoral Golf Course,Battle Lake,MN,7964,"Balmoral Golf Course, Battle Lake, MN",721,ChIJ4a-Gd4TqyVIRajjv3JAcnIc,46.372885,-95.650101
Bearpath Golf & Country Club,Bearpath Golf & Country Club,Eden Prairie,MN,7965,"Bearpath Golf & Country Club, Eden Prairie, MN",719,ChIJK982Hc4b9ocR6NO4krm-PjQ,44.843135,-93.505931
Bears Den Golf Course,Bears Den Golf Course,Park Rapids,MN,7966,"Bears Den Golf Course, Park Rapids, MN",901,ChIJC5NO09e7t1IRw25quJVZG7U,46.918037,-94.984788
Beaver Creek Golf Course,Beaver Creek Golf Course,Beaver Creek,MN,7967,"Beaver Creek Golf Course, Beaver Creek, MN",754,ChIJq8pnx8EBjIcRsICNrkS5LzE,#N/A,#N/A
Begin Oaks Golf Course,Begin Oaks Golf Course,Plymouth,MN,7968,"Begin Oaks Golf Course, Plymouth, MN",731,N/A,N/A,N/A
Bellwood Oaks Golf Course,Bellwood Oaks Golf Course,Hastings,MN,7969,"Bellwood Oaks Golf Course, Hastings, MN",866,ChIJa7hIpEK_94cRDnyYG53FdBw,44.644904,-92.839309
Bemidji Town & Country Club,Bemidji Town & Country Club,Bemidji,MN,7970,"Bemidji Town & Country Club, Bemidji, MN",850,ChIJpbhecCczuFIRIjp2sTsen4k,47.541354,-94.841132
Benson Golf Club,Benson Golf Club,Benson,MN,7971,"Benson Golf Club, Benson, MN",656,ChIJl6WkgDHwylIRcnamyKMyTq0,45.318853,-95.613003
Bent Creek Golf Club,Bent Creek Golf Club,Eden Prairie,MN,7972,"Bent Creek Golf Club, Eden Prairie, MN",713,ChIJR7LmINUe9ocRtQXNunUBo1k,44.872202,-93.460812
Bentwood Golf Course,Bentwood Golf Course,Climax,MN,7973,"Bentwood Golf Course, Climax, MN",904,N/A,N/A,N/A
Birch Bay Golf Course & Resort,Birch Bay Golf Course & Resort,Nisswa,MN,7974,"Birch Bay Golf Course & Resort, Nisswa, MN",908,ChIJ73rrnmnrtlIReOhIo5qj-9I,46.45277,-94.366876
Birchwood Golf Course,Birchwood Golf Course,Pelican Rapids,MN,7975,"Birchwood Golf Course, Pelican Rapids, MN",862,ChIJW1lcIAKqyVIRho7rgtSFk2c,46.587032,-96.079948
Black Bear Golf Complex,Black Bear Golf Complex,Backus,MN,7976,"Black Bear Golf Complex, Backus, MN",877,ChIJJZq5cOEtrlIRjsqddKOO6RY,46.663459,-92.481111
Black Bear Golf Course,Black Bear Golf Course,Carlton,MN,7977,"Black Bear Golf Course, Carlton, MN",595,ChIJJZq5cOEtrlIRjsqddKOO6RY,46.663459,-92.481111
Blackberry Ridge Golf Club,Blackberry Ridge Golf Club,Sartell,MN,7978,"Blackberry Ridge Golf Club, Sartell, MN",690,ChIJxekthrlctFIR-3DXDGCzOrc,45.663025,-94.243977
Blackduck Municipal Golf Club,Blackduck Municipal Golf Club,Blackduck,MN,7979,"Blackduck Municipal Golf Club, Blackduck, MN",738,ChIJKX0tdia5uVIRjMx9JyrIHyQ,47.7297509,-94.5838193
Blooming Prairie Country Club,Blooming Prairie Country Club,Blooming Prairie,MN,7980,"Blooming Prairie Country Club, Blooming Prairie, MN",677,ChIJ2dIbnJUn94cRbyswT5hcQ5U,43.922299,-93.07908
Blueberry Hills Golf Course,Blueberry Hills Golf Course,Deer River,MN,7981,"Blueberry Hills Golf Course, Deer River, MN",710,ChIJFcUnIOmgsFIRO6I1u_YflhE,47.362546,-93.781655
Blueberry Pines Golf Club,Blueberry Pines Golf Club,Menahga,MN,7982,"Blueberry Pines Golf Club, Menahga, MN",755,ChIJEzPW8WPJt1IRSFgnZ6W-Lkk,46.794668,-95.117396
Bluff Creek Golf Course,Bluff Creek Golf Course,Chaska,MN,7983,"Bluff Creek Golf Course, Chaska, MN",637,ChIJmZpAdvAa9ocR1uslU84O16I,44.821517,-93.546556
Boulder Pointe Golf Club,Boulder Pointe Golf Club,Elko,MN,7984,"Boulder Pointe Golf Club, Elko, MN",639,ChIJB2PAWA1E9ocRKfcj8daLHQg,44.558735,-93.328755
Boulder Ridge Golf Club,Boulder Ridge Golf Club,St. Cloud,MN,7985,"Boulder Ridge Golf Club, St. Cloud, MN",688,ChIJKfC-YmFftFIROdd1N-sNBxE,45.5268055,-94.2175863
Brackett's Crossing Country Club,Brackett's Crossing Country Club,Lakeville,MN,7986,"Brackett's Crossing Country Club, Lakeville, MN",667,ChIJraYn1B859ocRj7kuHDjesog,44.690356,-93.316305
Braemar Golf Course,Braemar Golf Course,Edina,MN,7987,"Braemar Golf Course, Edina, MN",28520,ChIJ9wX6Wi4i9ocRnCZZTETT8e8,44.867174,-93.384284
Braemar Golf Course,Braemar Golf Course - Academy 9,Edina,MN,7988,"Braemar Golf Course - Academy 9, Edina, MN",21070,ChIJ9wX6Wi4i9ocRnCZZTETT8e8,44.867174,-93.384284
Breezy Point Resort,Breezy Point Resort - Traditional,Pequout Lakes,MN,7989,"Breezy Point Resort - Traditional, Pequout Lakes, MN",835,ChIJb4I7QrTEtlIRZ4ng8Yhd9A4,#N/A,#N/A
Breezy Point Resort,Breezy Point Resort - Whitebirch,Pequout Lakes,MN,7990,"Breezy Point Resort - Whitebirch, Pequout Lakes, MN",21072,ChIJb4I7QrTEtlIRZ4ng8Yhd9A4,#N/A,#N/A
Brightwood Hills,Brightwood Hills,New Brighton,MN,7991,"Brightwood Hills, New Brighton, MN",626,ChIJCctXyBYvs1IRh-zQD9Kt9NA,45.081393,-93.218296
Brockway Golf Club,Brockway Golf Club,Rosemount,MN,7992,"Brockway Golf Club, Rosemount, MN",985,ChIJBZo-pmwz9ocRjQVDyOBj2cY,#N/A,#N/A
Brookland Golf Park,Brookland Golf Park,Brooklyn Park,MN,7993,"Brookland Golf Park, Brooklyn Park, MN",813,ChIJieQeHQk6s1IRSte1qNzOw2k,45.105574,-93.344665
Brooktree Golf Course,Brooktree Golf Course,Owatonna,MN,7994,"Brooktree Golf Course, Owatonna, MN",788,ChIJN-PFYODm9ocRqI4waeKatig,44.0943146,-93.1995739
Brookview Golf Course,Brookview Golf Course,Golden Valley,MN,7995,"Brookview Golf Course, Golden Valley, MN",782,ChIJjx6YGAM1s1IRnsgc-DlXZ3U,44.9800194,-93.38153
B's on the Rivers Edge Golf Course,B's on the Rivers Edge Golf Course,Watertown,MN,7996,"B's on the Rivers Edge Golf Course, Watertown, MN",587,ChIJw5FlNIGrtFIRqDvnkv4-sSw,#N/A,#N/A
Buffalo Heights Golf Course,Buffalo Heights Golf Course,Buffalo,MN,7997,"Buffalo Heights Golf Course, Buffalo, MN",615,ChIJDTf01PWjtFIRha0Pb9lKsEs,45.161739,-93.868234
Bulrush Golf Club,Bulrush Golf Club,Rush City,MN,7998,"Bulrush Golf Club, Rush City, MN",650,ChIJ_yV6d4laslIRcMlrWqW467s,45.682159,-92.992291
Bunker Hills Golf Club,Bunker Hills Golf Club - East/West,Coon Rapids,MN,7999,"Bunker Hills Golf Club - East/West, Coon Rapids, MN",506,ChIJaesS5Mw8s1IRu6q0m0WJvTg,45.1679457,-93.276673
Bunker Hills Golf Club,Bunker Hills Golf Club - Executive Nine,Coon Rapids,MN,8000,"Bunker Hills Golf Club - Executive Nine, Coon Rapids, MN",21073,ChIJaesS5Mw8s1IRu6q0m0WJvTg,45.1679457,-93.276673
Bunker Hills Golf Club,Bunker Hills Golf Club - North/East,Coon Rapids,MN,8001,"Bunker Hills Golf Club - North/East, Coon Rapids, MN",505,ChIJaesS5Mw8s1IRu6q0m0WJvTg,45.1679457,-93.276673
Bunker Hills Golf Club,Bunker Hills Golf Club - Original - Old,Coon Rapids,MN,8002,"Bunker Hills Golf Club - Original - Old, Coon Rapids, MN",508,ChIJaesS5Mw8s1IRu6q0m0WJvTg,45.1679457,-93.276673
Bunker Hills Golf Club,Bunker Hills Golf Club - West/North,Coon Rapids,MN,8003,"Bunker Hills Golf Club - West/North, Coon Rapids, MN",507,ChIJaesS5Mw8s1IRu6q0m0WJvTg,45.1679457,-93.276673
Burl Oaks Golf Club,Burl Oaks Golf Club,Minnetrista,MN,8004,"Burl Oaks Golf Club, Minnetrista, MN",838,ChIJRc0jX35Ts1IRkKfPTCabrQY,44.973382,-93.6652
Canby Golf Club,Canby Golf Club,Canby,MN,8005,"Canby Golf Club, Canby, MN",499,ChIJh_RL-jcPiocRlvjnCgHNJ6c,44.747473,-96.272054
Cannon Golf Club,Cannon Golf Club,Cannon Falls,MN,8006,"Cannon Golf Club, Cannon Falls, MN",863,ChIJ0VBgWq-694cR_FDQylj-Oyc,44.521002,-92.931399
Carefree Country Club,Carefree Country Club,Big Lake,MN,8007,"Carefree Country Club, Big Lake, MN",847,ChIJYQVbuSt9s1IRTM30t7RM7So,45.391516,-93.765143
Castle Highlands Golf Course,Castle Highlands Golf Course,Bemidji,MN,8008,"Castle Highlands Golf Course, Bemidji, MN",909,ChIJlUPdFN3LuVIRITbUyjADBSU,47.608067,-94.756717
"Castlewood Golf ""The Rock""","Castlewood Golf ""The Rock""",Forest Lake,MN,8009,"Castlewood Golf ""The Rock"", Forest Lake, MN",659,ChIJPU8LEQLoslIRHcRsSn4TMVg,45.262003,-92.9621256
Cedar Creek Golf Course,Cedar Creek Golf Course,Albertville,MN,8010,"Cedar Creek Golf Course, Albertville, MN",793,ChIJJ05d4_Jds1IRSgiJo-epeDg,45.233898,-93.684546
Cedar River Golf Course,Cedar River Golf Course,Adams,MN,8011,"Cedar River Golf Course, Adams, MN",747,ChIJPT9ysl648IcREtj_XSIgUd4,43.570323,-92.753386
Cedar Valley Golf Course,Cedar Valley Golf Course - Treasure Island/Green Monster,Winona,MN,8012,"Cedar Valley Golf Course - Treasure Island/Green Monster, Winona, MN",15022,ChIJHwJkTiNC-YcR5szsWsoGpbY,43.975645,-91.5267685
Cedar Valley Golf Course,Cedar Valley Golf Course - Trouts Run/Green Monster,Winona,MN,8013,"Cedar Valley Golf Course - Trouts Run/Green Monster, Winona, MN",15023,ChIJHwJkTiNC-YcR5szsWsoGpbY,43.975645,-91.5267685
Cedar Valley Golf Course,Cedar Valley Golf Course - Trouts Run/Treasure Island,Winona,MN,8014,"Cedar Valley Golf Course - Trouts Run/Treasure Island, Winona, MN",15021,ChIJHwJkTiNC-YcR5szsWsoGpbY,43.975645,-91.5267685
Centerbrook Golf Course,Centerbrook Golf Course,Brooklyn Center,MN,8015,"Centerbrook Golf Course, Brooklyn Center, MN",774,ChIJz79B0gcxs1IRfttAc66tLJ4,45.0545865,-93.3132828
Chaska Town Course,Chaska Town Course,Chaska,MN,8016,"Chaska Town Course, Chaska, MN",574,ChIJHc16tK0F9ocRTNXP6-6CNME,44.829853,-93.619085
Chaska Town Course,Chaska Town Course - Par 30,Chaska,MN,8017,"Chaska Town Course - Par 30, Chaska, MN",21074,ChIJHc16tK0F9ocRTNXP6-6CNME,44.829853,-93.619085
Chisago Lakes Golf Course,Chisago Lakes Golf Course,Lindstrom,MN,8018,"Chisago Lakes Golf Course, Lindstrom, MN",779,ChIJr-rs7PrsslIRmJvspnf6lF8,45.372208,-92.844681
Chomonix Golf Club,Chomonix Golf Club,Lino Lakes,MN,8019,"Chomonix Golf Club, Lino Lakes, MN",623,ChIJ6Z3eLJTYslIR046YIpuFa14,#N/A,#N/A
Chosen Valley Golf Club,Chosen Valley Golf Club,Chatfield,MN,8020,"Chosen Valley Golf Club, Chatfield, MN",566,ChIJ1chpXIb0-YcRuFhJYz3OIVo,43.83841,-92.179554
Cleary Lake Park Golf Course,Cleary Lake Park Golf Course,Prior Lake,MN,8021,"Cleary Lake Park Golf Course, Prior Lake, MN",831,ChIJkfBsYVM-9ocR8PKpkE7F3B4,44.688371,-93.386946
Cloquet Country Club,Cloquet Country Club,Cloquet,MN,8022,"Cloquet Country Club, Cloquet, MN",530,ChIJV_VYwXcurlIR6qm4eHUBr00,46.720265,-92.476643
Coffee Mill Golf Course,Coffee Mill Golf Course,WABASHA,MN,8023,"Coffee Mill Golf Course, WABASHA, MN",643,ChIJnUpJo2yz-YcRaKNUjBtO9LY,44.356757,-92.04811
Cokato Town & Country Club,Cokato Town & Country Club,Cokato,MN,8024,"Cokato Town & Country Club, Cokato, MN",844,ChIJCaSlxpHFtFIRbWYIQerV_Fw,45.0804226,-94.200393
Columbia Golf Club,Columbia Golf Club,Minneapolis,MN,8025,"Columbia Golf Club, Minneapolis, MN",627,ChIJ5czD0Akus1IRQYXa0oN7QyU,45.028146,-93.248418
Como Golf Course,Como Golf Course,St. Paul,MN,8026,"Como Golf Course, St. Paul, MN",538,ChIJ22qhMgUrs1IR4U9CXWOrdzg,44.9858402,-93.1497941
Cottonwood Country Club,Cottonwood Country Club,Cottonwood,MN,8027,"Cottonwood Country Club, Cottonwood, MN",500,ChIJEbfGoUyKiocRPl8FxOnIYiI,44.612239,-95.687207
Countryside Golf Club,Countryside Golf Club,Minneota,MN,8028,"Countryside Golf Club, Minneota, MN",814,ChIJgTHhjfJpiocR681_edOgkS8,44.630924,-95.931423
Countryside Golf Course,Countryside Golf Course,Shafer,MN,8029,"Countryside Golf Course, Shafer, MN",978,ChIJX-v0w3iOslIRMfqS_T5uccg,#N/A,#N/A
Cragun's Legacy Courses,Cragun's Legacy Courses - Bobby's Legacy,Brainerd,MN,8030,"Cragun's Legacy Courses - Bobby's Legacy, Brainerd, MN",801,ChIJTfQ-qoaTtlIR-LVWOqC-KgA,46.391582,-94.370598
Cragun's Legacy Courses,Cragun's Legacy Courses - The Dutch Legacy,Brainerd,MN,8031,"Cragun's Legacy Courses - The Dutch Legacy, Brainerd, MN",21075,ChIJTfQ-qoaTtlIR-LVWOqC-KgA,46.391582,-94.370598
Creeksbend Golf Course,Creeksbend Golf Course,New Prague,MN,8032,"Creeksbend Golf Course, New Prague, MN",696,ChIJ4We2wrFu9ocREg1-vOCUm5E,44.560751,-93.506224
Crosswoods Golf Course,Crosswoods Golf Course,Crosslake,MN,8033,"Crosswoods Golf Course, Crosslake, MN",679,ChIJuXSjXC3RtlIRBEWPhN-fb9c,46.67734,-94.112783
Crosswoods Golf Course,Crosswoods Golf Course - High Noon/Sunset,Crosslake,MN,8034,"Crosswoods Golf Course - High Noon/Sunset, Crosslake, MN",23971,ChIJuXSjXC3RtlIRBEWPhN-fb9c,46.67734,-94.112783
Crosswoods Golf Course,Crosswoods Golf Course - Sunrise/High Noon,Crosslake,MN,8035,"Crosswoods Golf Course - Sunrise/High Noon, Crosslake, MN",23972,ChIJuXSjXC3RtlIRBEWPhN-fb9c,46.67734,-94.112783
Crosswoods Golf Course,Crosswoods Golf Course - Sunrise/Sunset,Crosslake,MN,8036,"Crosswoods Golf Course - Sunrise/Sunset, Crosslake, MN",23970,ChIJuXSjXC3RtlIRBEWPhN-fb9c,46.67734,-94.112783
Crow River Golf Club,Crow River Golf Club,Hutchinson,MN,8037,"Crow River Golf Club, Hutchinson, MN",631,ChIJRX4KpQKA9YcRa5a5UxU7C1s,44.9050911,-94.3963501
Crystal Lake Golf Club,Crystal Lake Golf Club,Lakeville,MN,8038,"Crystal Lake Golf Club, Lakeville, MN",593,ChIJH4ce_mM39ocRXWzs16eL9Ks,44.704839,-93.253057
Cuyuna Rolling Hills,Cuyuna Rolling Hills,Deerwood,MN,8039,"Cuyuna Rolling Hills, Deerwood, MN",577,ChIJj6uOwbY1sVIR_rh6BKMgqxs,46.479204,-93.886416
Dacotah Ridge Golf Club,Dacotah Ridge Golf Club,Morton,MN,8040,"Dacotah Ridge Golf Club, Morton, MN",654,ChIJSyfGFeEw9YcRnke9C2QY_DE,44.5858232,-94.8711738
Dahlgreen Golf Club,Dahlgreen Golf Club,Chaska,MN,8041,"Dahlgreen Golf Club, Chaska, MN",608,ChIJJzF_SvMI9ocREsb32WkVd4w,44.769617,-93.699394
Dawson Golf Course,Dawson Golf Course,Dawson,MN,8042,"Dawson Golf Course, Dawson, MN",501,ChIJ6YVAI2k3y1IRebrgG0v3aR8,44.931475,-96.065951
Daytona Golf Club,Daytona Golf Club,Dayton,MN,8043,"Daytona Golf Club, Dayton, MN",846,ChIJTQJ4HrJBs1IRyrlcF6JQLTM,45.222988,-93.50042
Deacon's Lodge,Deacon's Lodge,Nisswa,MN,8044,"Deacon's Lodge, Nisswa, MN",836,ChIJS2kxukfbtlIRsFcffiU9PWc,46.605083,-94.207467
